"Participant"	"Frame"	"Preview"	"Sign"	"Pre_Target_Skip"	"FFD_ms"	"GD_ms"	"TRT_ms"	"Group"
218	1	"COR"	"Identical"	0	243	243	463	"Hearing"
206	1	"COR"	"Identical"	1	213	213	213	"Hearing"
209	1	"COR"	"Identical"	0	228	228	263	"Hearing"
212	1	"COR"	"Identical"	0	433	433	433	"Hearing"
215	1	"COR"	"Identical"	0	310	310	310	"Hearing"
221	1	"COR"	"Identical"	0	118	118	257	"Hearing"
224	1	"COR"	"Identical"	0	433	540	540	"Hearing"
227	1	"COR"	"Identical"	0	154	369	369	"Hearing"
230	1	"COR"	"Identical"	0	225	225	586	"Hearing"
203	1	"COR"	"Identical"	1	210	210	369	"Hearing"
204	2	"COR"	"Identical"	0	210	210	210	"Hearing"
207	2	"COR"	"Identical"	0	218	273	320	"Hearing"
210	2	"COR"	"Identical"	0	171	171	582	"Hearing"
213	2	"COR"	"Identical"	0	263	263	1330	"Hearing"
216	2	"COR"	"Identical"	0	189	189	189	"Hearing"
219	2	"COR"	"Identical"	0	133	133	512	"Hearing"
222	2	"COR"	"Identical"	0	242	242	242	"Hearing"
225	2	"COR"	"Identical"	0	203	203	568	"Hearing"
228	2	"COR"	"Identical"	0	151	151	413	"Hearing"
201	2	"COR"	"Identical"	0	162	162	162	"Hearing"
205	3	"COR"	"Identical"	0	63	63	396	"Hearing"
208	3	"COR"	"Identical"	0	NA	NA	0	"Hearing"
211	3	"COR"	"Identical"	0	139	139	1647	"Hearing"
214	3	"COR"	"Identical"	0	120	120	120	"Hearing"
217	3	"COR"	"Identical"	1	300	300	300	"Hearing"
220	3	"COR"	"Identical"	1	411	411	411	"Hearing"
223	3	"COR"	"Identical"	0	198	198	433	"Hearing"
226	3	"COR"	"Identical"	0	228	228	228	"Hearing"
229	3	"COR"	"Identical"	1	220	220	220	"Hearing"
202	3	"COR"	"Identical"	0	132	132	132	"Hearing"
218	4	"COR"	"Identical"	0	295	295	884	"Hearing"
206	4	"COR"	"Identical"	0	177	317	515	"Hearing"
209	4	"COR"	"Identical"	1	603	796	796	"Hearing"
212	4	"COR"	"Identical"	0	44	716	838	"Hearing"
215	4	"COR"	"Identical"	1	173	173	636	"Hearing"
221	4	"COR"	"Identical"	0	139	139	139	"Hearing"
224	4	"COR"	"Identical"	0	265	450	900	"Hearing"
227	4	"COR"	"Identical"	1	318	318	521	"Hearing"
230	4	"COR"	"Identical"	0	271	271	591	"Hearing"
203	4	"COR"	"Identical"	1	164	536	1556	"Hearing"
204	5	"COR"	"Identical"	0	191	191	191	"Hearing"
207	5	"COR"	"Identical"	0	172	172	172	"Hearing"
210	5	"COR"	"Identical"	0	242	242	242	"Hearing"
213	5	"COR"	"Identical"	0	110	110	110	"Hearing"
216	5	"COR"	"Identical"	0	247	247	433	"Hearing"
219	5	"COR"	"Identical"	0	173	173	173	"Hearing"
222	5	"COR"	"Identical"	0	143	143	545	"Hearing"
225	5	"COR"	"Identical"	0	125	125	780	"Hearing"
228	5	"COR"	"Identical"	0	368	368	611	"Hearing"
201	5	"COR"	"Identical"	1	205	205	205	"Hearing"
205	6	"COR"	"Identical"	0	407	689	1562	"Hearing"
208	6	"COR"	"Identical"	0	40	117	241	"Hearing"
211	6	"COR"	"Identical"	0	204	204	1271	"Hearing"
214	6	"COR"	"Identical"	1	105	105	105	"Hearing"
217	6	"COR"	"Identical"	0	165	165	165	"Hearing"
220	6	"COR"	"Identical"	0	243	243	243	"Hearing"
223	6	"COR"	"Identical"	0	197	197	197	"Hearing"
226	6	"COR"	"Identical"	0	344	344	560	"Hearing"
229	6	"COR"	"Identical"	1	NA	NA	0	"Hearing"
202	6	"COR"	"Identical"	0	NA	NA	0	"Hearing"
218	7	"COR"	"Identical"	0	185	185	280	"Hearing"
206	7	"COR"	"Identical"	0	187	187	951	"Hearing"
209	7	"COR"	"Identical"	0	196	369	369	"Hearing"
212	7	"COR"	"Identical"	0	271	271	271	"Hearing"
215	7	"COR"	"Identical"	0	159	159	159	"Hearing"
221	7	"COR"	"Identical"	0	151	151	151	"Hearing"
224	7	"COR"	"Identical"	0	235	365	772	"Hearing"
227	7	"COR"	"Identical"	0	161	161	161	"Hearing"
230	7	"COR"	"Identical"	0	185	185	185	"Hearing"
203	7	"COR"	"Identical"	0	202	413	413	"Hearing"
204	8	"COR"	"Identical"	0	NA	NA	0	"Hearing"
207	8	"COR"	"Identical"	0	148	148	591	"Hearing"
210	8	"COR"	"Identical"	0	226	226	226	"Hearing"
213	8	"COR"	"Identical"	0	89	89	89	"Hearing"
216	8	"COR"	"Identical"	0	NA	NA	0	"Hearing"
219	8	"COR"	"Identical"	0	147	147	147	"Hearing"
222	8	"COR"	"Identical"	0	NA	NA	0	"Hearing"
225	8	"COR"	"Identical"	0	130	130	401	"Hearing"
228	8	"COR"	"Identical"	0	NA	NA	0	"Hearing"
201	8	"COR"	"Identical"	0	126	126	126	"Hearing"
205	9	"COR"	"Identical"	1	164	164	783	"Hearing"
208	9	"COR"	"Identical"	0	162	162	296	"Hearing"
211	9	"COR"	"Identical"	0	249	471	2039	"Hearing"
214	9	"COR"	"Identical"	1	382	382	684	"Hearing"
217	9	"COR"	"Identical"	0	391	391	779	"Hearing"
220	9	"COR"	"Identical"	1	302	302	302	"Hearing"
223	9	"COR"	"Identical"	1	187	388	691	"Hearing"
226	9	"COR"	"Identical"	1	185	185	782	"Hearing"
229	9	"COR"	"Identical"	0	435	435	435	"Hearing"
202	9	"COR"	"Identical"	0	263	263	263	"Hearing"
218	10	"COR"	"Identical"	0	271	271	271	"Hearing"
206	10	"COR"	"Identical"	0	224	479	998	"Hearing"
209	10	"COR"	"Identical"	0	254	372	519	"Hearing"
212	10	"COR"	"Identical"	1	173	173	173	"Hearing"
215	10	"COR"	"Identical"	0	149	149	494	"Hearing"
221	10	"COR"	"Identical"	0	114	114	114	"Hearing"
224	10	"COR"	"Identical"	0	290	290	904	"Hearing"
227	10	"COR"	"Identical"	0	163	163	163	"Hearing"
230	10	"COR"	"Identical"	0	NA	NA	0	"Hearing"
203	10	"COR"	"Identical"	0	275	275	467	"Hearing"
204	11	"COR"	"Identical"	0	470	470	682	"Hearing"
207	11	"COR"	"Identical"	0	NA	NA	0	"Hearing"
210	11	"COR"	"Identical"	1	198	198	494	"Hearing"
213	11	"COR"	"Identical"	0	144	144	775	"Hearing"
216	11	"COR"	"Identical"	0	338	338	528	"Hearing"
219	11	"COR"	"Identical"	1	239	239	239	"Hearing"
222	11	"COR"	"Identical"	0	240	478	478	"Hearing"
225	11	"COR"	"Identical"	0	2	249	898	"Hearing"
228	11	"COR"	"Identical"	1	202	202	647	"Hearing"
201	11	"COR"	"Identical"	0	167	167	271	"Hearing"
205	12	"COR"	"Identical"	1	192	1110	1426	"Hearing"
208	12	"COR"	"Identical"	0	97	97	97	"Hearing"
211	12	"COR"	"Identical"	0	185	484	622	"Hearing"
214	12	"COR"	"Identical"	0	173	368	368	"Hearing"
217	12	"COR"	"Identical"	0	247	247	247	"Hearing"
220	12	"COR"	"Identical"	0	168	408	408	"Hearing"
223	12	"COR"	"Identical"	0	241	461	461	"Hearing"
226	12	"COR"	"Identical"	0	456	1167	1167	"Hearing"
229	12	"COR"	"Identical"	0	267	267	267	"Hearing"
202	12	"COR"	"Identical"	0	239	239	239	"Hearing"
218	13	"COR"	"Identical"	0	154	154	408	"Hearing"
206	13	"COR"	"Identical"	0	220	337	572	"Hearing"
209	13	"COR"	"Identical"	0	156	156	156	"Hearing"
212	13	"COR"	"Identical"	0	249	249	249	"Hearing"
215	13	"COR"	"Identical"	0	293	293	861	"Hearing"
221	13	"COR"	"Identical"	0	143	493	565	"Hearing"
224	13	"COR"	"Identical"	0	223	223	609	"Hearing"
227	13	"COR"	"Identical"	1	272	365	413	"Hearing"
230	13	"COR"	"Identical"	0	NA	NA	0	"Hearing"
203	13	"COR"	"Identical"	0	452	492	492	"Hearing"
204	14	"COR"	"Identical"	0	183	323	323	"Hearing"
207	14	"COR"	"Identical"	0	81	81	81	"Hearing"
210	14	"COR"	"Identical"	0	219	219	219	"Hearing"
213	14	"COR"	"Identical"	1	44	258	670	"Hearing"
216	14	"COR"	"Identical"	1	188	188	188	"Hearing"
219	14	"COR"	"Identical"	1	186	186	355	"Hearing"
222	14	"COR"	"Identical"	1	225	598	598	"Hearing"
225	14	"COR"	"Identical"	1	205	205	474	"Hearing"
228	14	"COR"	"Identical"	0	211	211	546	"Hearing"
201	14	"COR"	"Identical"	1	126	126	126	"Hearing"
205	15	"COR"	"Identical"	0	177	514	684	"Hearing"
208	15	"COR"	"Identical"	1	135	135	135	"Hearing"
211	15	"COR"	"Identical"	1	148	148	1267	"Hearing"
214	15	"COR"	"Identical"	0	NA	NA	0	"Hearing"
217	15	"COR"	"Identical"	1	373	373	373	"Hearing"
220	15	"COR"	"Identical"	0	452	509	509	"Hearing"
223	15	"COR"	"Identical"	0	224	224	224	"Hearing"
226	15	"COR"	"Identical"	0	246	524	972	"Hearing"
229	15	"COR"	"Identical"	0	190	190	475	"Hearing"
202	15	"COR"	"Identical"	0	317	317	317	"Hearing"
218	16	"COR"	"Identical"	0	251	251	388	"Hearing"
206	16	"COR"	"Identical"	0	110	110	273	"Hearing"
209	16	"COR"	"Identical"	0	85	85	150	"Hearing"
212	16	"COR"	"Identical"	0	118	118	118	"Hearing"
215	16	"COR"	"Identical"	1	187	187	187	"Hearing"
221	16	"COR"	"Identical"	0	88	88	88	"Hearing"
224	16	"COR"	"Identical"	0	NA	NA	0	"Hearing"
227	16	"COR"	"Identical"	0	193	193	193	"Hearing"
230	16	"COR"	"Identical"	0	183	183	463	"Hearing"
203	16	"COR"	"Identical"	0	515	515	515	"Hearing"
204	17	"COR"	"Identical"	0	390	390	866	"Hearing"
207	17	"COR"	"Identical"	1	265	265	1044	"Hearing"
210	17	"COR"	"Identical"	0	192	192	192	"Hearing"
213	17	"COR"	"Identical"	0	412	593	910	"Hearing"
216	17	"COR"	"Identical"	0	236	236	507	"Hearing"
219	17	"COR"	"Identical"	0	133	133	594	"Hearing"
222	17	"COR"	"Identical"	0	178	178	178	"Hearing"
225	17	"COR"	"Identical"	0	229	229	1440	"Hearing"
228	17	"COR"	"Identical"	1	160	160	527	"Hearing"
201	17	"COR"	"Identical"	0	NA	NA	0	"Hearing"
205	18	"COR"	"Identical"	0	149	378	378	"Hearing"
208	18	"COR"	"Identical"	0	NA	NA	0	"Hearing"
211	18	"COR"	"Identical"	0	260	260	1076	"Hearing"
214	18	"COR"	"Identical"	0	253	253	253	"Hearing"
217	18	"COR"	"Identical"	0	227	227	227	"Hearing"
220	18	"COR"	"Identical"	0	268	268	268	"Hearing"
223	18	"COR"	"Identical"	0	167	167	167	"Hearing"
226	18	"COR"	"Identical"	0	NA	NA	0	"Hearing"
229	18	"COR"	"Identical"	0	263	337	337	"Hearing"
202	18	"COR"	"Identical"	0	135	135	294	"Hearing"
218	19	"COR"	"Identical"	0	NA	NA	0	"Hearing"
206	19	"COR"	"Identical"	0	157	157	337	"Hearing"
209	19	"COR"	"Identical"	0	153	153	153	"Hearing"
212	19	"COR"	"Identical"	0	NA	NA	0	"Hearing"
215	19	"COR"	"Identical"	1	199	199	316	"Hearing"
221	19	"COR"	"Identical"	0	164	284	446	"Hearing"
224	19	"COR"	"Identical"	0	174	174	391	"Hearing"
227	19	"COR"	"Identical"	0	561	561	561	"Hearing"
230	19	"COR"	"Identical"	0	NA	NA	0	"Hearing"
203	19	"COR"	"Identical"	0	184	184	477	"Hearing"
204	20	"COR"	"Identical"	0	240	240	489	"Hearing"
207	20	"COR"	"Identical"	0	158	158	365	"Hearing"
210	20	"COR"	"Identical"	0	201	201	201	"Hearing"
213	20	"COR"	"Identical"	0	132	132	132	"Hearing"
216	20	"COR"	"Identical"	0	182	182	392	"Hearing"
219	20	"COR"	"Identical"	0	186	186	776	"Hearing"
222	20	"COR"	"Identical"	0	178	178	178	"Hearing"
225	20	"COR"	"Identical"	0	249	249	249	"Hearing"
228	20	"COR"	"Identical"	1	152	152	433	"Hearing"
201	20	"COR"	"Identical"	0	125	125	125	"Hearing"
205	21	"COR"	"Identical"	0	161	161	760	"Hearing"
208	21	"COR"	"Identical"	0	NA	NA	0	"Hearing"
211	21	"COR"	"Identical"	1	247	247	492	"Hearing"
214	21	"COR"	"Identical"	0	156	156	296	"Hearing"
217	21	"COR"	"Identical"	1	137	137	137	"Hearing"
220	21	"COR"	"Identical"	0	374	374	374	"Hearing"
223	21	"COR"	"Identical"	1	194	194	259	"Hearing"
226	21	"COR"	"Identical"	0	230	603	603	"Hearing"
229	21	"COR"	"Identical"	1	393	393	560	"Hearing"
202	21	"COR"	"Identical"	0	183	183	183	"Hearing"
218	22	"COR"	"Identical"	0	363	363	363	"Hearing"
206	22	"COR"	"Identical"	0	191	191	595	"Hearing"
209	22	"COR"	"Identical"	0	206	206	346	"Hearing"
212	22	"COR"	"Identical"	0	165	165	165	"Hearing"
215	22	"COR"	"Identical"	0	121	121	467	"Hearing"
221	22	"COR"	"Identical"	0	189	318	318	"Hearing"
224	22	"COR"	"Identical"	0	151	151	151	"Hearing"
227	22	"COR"	"Identical"	0	242	242	326	"Hearing"
230	22	"COR"	"Identical"	0	158	158	820	"Hearing"
203	22	"COR"	"Identical"	0	164	392	816	"Hearing"
204	23	"COR"	"Identical"	0	211	211	211	"Hearing"
207	23	"COR"	"Identical"	0	135	287	378	"Hearing"
210	23	"COR"	"Identical"	0	220	220	458	"Hearing"
213	23	"COR"	"Identical"	0	NA	NA	0	"Hearing"
216	23	"COR"	"Identical"	1	173	347	480	"Hearing"
219	23	"COR"	"Identical"	1	311	311	311	"Hearing"
222	23	"COR"	"Identical"	0	211	211	848	"Hearing"
225	23	"COR"	"Identical"	1	145	145	145	"Hearing"
228	23	"COR"	"Identical"	0	109	109	109	"Hearing"
201	23	"COR"	"Identical"	0	128	128	128	"Hearing"
205	24	"COR"	"Identical"	0	225	225	601	"Hearing"
208	24	"COR"	"Identical"	0	147	147	147	"Hearing"
211	24	"COR"	"Identical"	0	372	372	891	"Hearing"
214	24	"COR"	"Identical"	0	NA	NA	0	"Hearing"
217	24	"COR"	"Identical"	0	NA	NA	0	"Hearing"
220	24	"COR"	"Identical"	0	240	240	240	"Hearing"
223	24	"COR"	"Identical"	0	169	169	295	"Hearing"
226	24	"COR"	"Identical"	0	156	156	623	"Hearing"
229	24	"COR"	"Identical"	0	179	179	179	"Hearing"
202	24	"COR"	"Identical"	1	149	149	149	"Hearing"
218	25	"COR"	"Identical"	0	148	148	274	"Hearing"
206	25	"COR"	"Identical"	0	164	164	276	"Hearing"
209	25	"COR"	"Identical"	0	113	113	113	"Hearing"
212	25	"COR"	"Identical"	1	323	323	323	"Hearing"
215	25	"COR"	"Identical"	0	168	250	758	"Hearing"
221	25	"COR"	"Identical"	0	108	108	108	"Hearing"
224	25	"COR"	"Identical"	0	314	314	314	"Hearing"
227	25	"COR"	"Identical"	1	123	123	123	"Hearing"
230	25	"COR"	"Identical"	0	183	183	183	"Hearing"
203	25	"COR"	"Identical"	0	203	1031	1431	"Hearing"
204	26	"COR"	"Identical"	0	276	276	766	"Hearing"
207	26	"COR"	"Identical"	0	168	168	168	"Hearing"
210	26	"COR"	"Identical"	0	267	267	380	"Hearing"
213	26	"COR"	"Identical"	0	162	162	355	"Hearing"
216	26	"COR"	"Identical"	0	289	289	517	"Hearing"
219	26	"COR"	"Identical"	0	123	123	215	"Hearing"
222	26	"COR"	"Identical"	0	190	190	190	"Hearing"
225	26	"COR"	"Identical"	0	159	159	780	"Hearing"
228	26	"COR"	"Identical"	0	120	120	309	"Hearing"
201	26	"COR"	"Identical"	0	164	164	164	"Hearing"
205	27	"COR"	"Identical"	0	300	300	762	"Hearing"
208	27	"COR"	"Identical"	0	NA	NA	0	"Hearing"
211	27	"COR"	"Identical"	0	237	484	1277	"Hearing"
214	27	"COR"	"Identical"	0	177	177	414	"Hearing"
217	27	"COR"	"Identical"	0	229	229	229	"Hearing"
220	27	"COR"	"Identical"	0	251	251	645	"Hearing"
223	27	"COR"	"Identical"	0	187	187	342	"Hearing"
226	27	"COR"	"Identical"	0	187	187	187	"Hearing"
229	27	"COR"	"Identical"	0	143	143	143	"Hearing"
202	27	"COR"	"Identical"	0	NA	NA	0	"Hearing"
218	28	"COR"	"Identical"	0	209	401	401	"Hearing"
206	28	"COR"	"Identical"	0	219	219	219	"Hearing"
209	28	"COR"	"Identical"	0	173	173	173	"Hearing"
212	28	"COR"	"Identical"	0	189	189	258	"Hearing"
215	28	"COR"	"Identical"	0	155	312	885	"Hearing"
221	28	"COR"	"Identical"	0	158	158	281	"Hearing"
224	28	"COR"	"Identical"	0	408	408	765	"Hearing"
227	28	"COR"	"Identical"	0	153	348	506	"Hearing"
230	28	"COR"	"Identical"	0	234	234	234	"Hearing"
203	28	"COR"	"Identical"	0	161	161	161	"Hearing"
204	29	"COR"	"Identical"	0	236	449	1078	"Hearing"
207	29	"COR"	"Identical"	0	162	162	1895	"Hearing"
210	29	"COR"	"Identical"	0	160	160	571	"Hearing"
213	29	"COR"	"Identical"	0	169	169	306	"Hearing"
216	29	"COR"	"Identical"	0	263	263	1071	"Hearing"
219	29	"COR"	"Identical"	0	507	507	1216	"Hearing"
222	29	"COR"	"Identical"	0	281	281	786	"Hearing"
225	29	"COR"	"Identical"	0	266	461	1203	"Hearing"
228	29	"COR"	"Identical"	1	559	559	559	"Hearing"
201	29	"COR"	"Identical"	1	214	214	474	"Hearing"
205	30	"COR"	"Identical"	0	180	180	713	"Hearing"
208	30	"COR"	"Identical"	1	NA	NA	0	"Hearing"
211	30	"COR"	"Identical"	0	312	312	1084	"Hearing"
214	30	"COR"	"Identical"	1	191	191	351	"Hearing"
217	30	"COR"	"Identical"	1	NA	NA	0	"Hearing"
220	30	"COR"	"Identical"	0	307	460	460	"Hearing"
223	30	"COR"	"Identical"	0	248	248	248	"Hearing"
226	30	"COR"	"Identical"	1	218	218	218	"Hearing"
229	30	"COR"	"Identical"	0	205	205	729	"Hearing"
202	30	"COR"	"Identical"	0	186	186	186	"Hearing"
218	31	"COR"	"Identical"	0	226	389	389	"Hearing"
206	31	"COR"	"Identical"	0	156	261	392	"Hearing"
209	31	"COR"	"Identical"	0	169	169	238	"Hearing"
212	31	"COR"	"Identical"	0	138	138	138	"Hearing"
215	31	"COR"	"Identical"	0	137	137	270	"Hearing"
221	31	"COR"	"Identical"	0	149	149	149	"Hearing"
224	31	"COR"	"Identical"	0	159	159	159	"Hearing"
227	31	"COR"	"Identical"	0	167	167	167	"Hearing"
230	31	"COR"	"Identical"	0	NA	NA	0	"Hearing"
203	31	"COR"	"Identical"	0	115	115	115	"Hearing"
204	32	"COR"	"Identical"	0	177	177	177	"Hearing"
207	32	"COR"	"Identical"	0	178	178	178	"Hearing"
210	32	"COR"	"Identical"	0	289	289	648	"Hearing"
213	32	"COR"	"Identical"	0	118	118	118	"Hearing"
216	32	"COR"	"Identical"	0	339	339	481	"Hearing"
219	32	"COR"	"Identical"	0	125	125	400	"Hearing"
222	32	"COR"	"Identical"	0	447	447	447	"Hearing"
225	32	"COR"	"Identical"	0	66	66	464	"Hearing"
228	32	"COR"	"Identical"	1	164	164	164	"Hearing"
201	32	"COR"	"Identical"	0	263	418	418	"Hearing"
205	33	"COR"	"Identical"	0	166	496	808	"Hearing"
208	33	"COR"	"Identical"	0	NA	NA	0	"Hearing"
211	33	"COR"	"Identical"	0	197	377	1306	"Hearing"
214	33	"COR"	"Identical"	0	232	232	332	"Hearing"
217	33	"COR"	"Identical"	1	218	218	218	"Hearing"
220	33	"COR"	"Identical"	0	313	313	313	"Hearing"
223	33	"COR"	"Identical"	0	115	115	319	"Hearing"
226	33	"COR"	"Identical"	0	167	401	644	"Hearing"
229	33	"COR"	"Identical"	0	182	546	546	"Hearing"
202	33	"COR"	"Identical"	0	125	125	125	"Hearing"
218	34	"COR"	"Identical"	0	337	337	337	"Hearing"
206	34	"COR"	"Identical"	0	149	149	358	"Hearing"
209	34	"COR"	"Identical"	0	185	185	322	"Hearing"
212	34	"COR"	"Identical"	0	NA	NA	0	"Hearing"
215	34	"COR"	"Identical"	0	180	180	180	"Hearing"
221	34	"COR"	"Identical"	0	183	183	490	"Hearing"
224	34	"COR"	"Identical"	0	159	159	525	"Hearing"
227	34	"COR"	"Identical"	0	187	187	345	"Hearing"
230	34	"COR"	"Identical"	0	173	173	173	"Hearing"
203	34	"COR"	"Identical"	0	144	283	283	"Hearing"
204	35	"COR"	"Identical"	0	206	206	206	"Hearing"
207	35	"COR"	"Identical"	0	154	154	154	"Hearing"
210	35	"COR"	"Identical"	0	422	422	589	"Hearing"
213	35	"COR"	"Identical"	0	149	149	318	"Hearing"
216	35	"COR"	"Identical"	0	172	172	172	"Hearing"
219	35	"COR"	"Identical"	0	152	152	479	"Hearing"
222	35	"COR"	"Identical"	0	224	224	224	"Hearing"
225	35	"COR"	"Identical"	1	190	190	323	"Hearing"
228	35	"COR"	"Identical"	0	NA	NA	0	"Hearing"
201	35	"COR"	"Identical"	0	130	130	130	"Hearing"
205	36	"COR"	"Identical"	0	71	71	373	"Hearing"
208	36	"COR"	"Identical"	0	149	149	149	"Hearing"
211	36	"COR"	"Identical"	0	426	426	2041	"Hearing"
214	36	"COR"	"Identical"	0	180	355	355	"Hearing"
217	36	"COR"	"Identical"	1	320	320	320	"Hearing"
220	36	"COR"	"Identical"	0	247	247	247	"Hearing"
223	36	"COR"	"Identical"	1	142	142	366	"Hearing"
226	36	"COR"	"Identical"	0	487	487	769	"Hearing"
229	36	"COR"	"Identical"	0	447	447	701	"Hearing"
202	36	"COR"	"Identical"	1	133	133	133	"Hearing"
218	37	"COR"	"Identical"	0	210	210	415	"Hearing"
206	37	"COR"	"Identical"	0	282	282	282	"Hearing"
209	37	"COR"	"Identical"	1	100	100	100	"Hearing"
212	37	"COR"	"Identical"	0	154	154	154	"Hearing"
215	37	"COR"	"Identical"	0	223	223	223	"Hearing"
221	37	"COR"	"Identical"	0	NA	NA	0	"Hearing"
224	37	"COR"	"Identical"	0	249	249	249	"Hearing"
227	37	"COR"	"Identical"	1	206	206	206	"Hearing"
230	37	"COR"	"Identical"	1	272	272	423	"Hearing"
203	37	"COR"	"Identical"	0	424	424	1134	"Hearing"
204	38	"COR"	"Identical"	0	224	224	224	"Hearing"
207	38	"COR"	"Identical"	0	225	380	445	"Hearing"
210	38	"COR"	"Identical"	1	NA	NA	0	"Hearing"
213	38	"COR"	"Identical"	0	99	99	309	"Hearing"
216	38	"COR"	"Identical"	0	185	185	185	"Hearing"
219	38	"COR"	"Identical"	0	110	110	375	"Hearing"
222	38	"COR"	"Identical"	0	241	241	241	"Hearing"
225	38	"COR"	"Identical"	0	134	134	348	"Hearing"
228	38	"COR"	"Identical"	0	133	283	283	"Hearing"
201	38	"COR"	"Identical"	0	212	212	212	"Hearing"
205	39	"COR"	"Identical"	0	402	402	566	"Hearing"
208	39	"COR"	"Identical"	0	NA	NA	0	"Hearing"
211	39	"COR"	"Identical"	0	396	396	767	"Hearing"
214	39	"COR"	"Identical"	1	183	183	183	"Hearing"
217	39	"COR"	"Identical"	0	206	206	206	"Hearing"
220	39	"COR"	"Identical"	0	309	309	309	"Hearing"
223	39	"COR"	"Identical"	0	150	150	150	"Hearing"
226	39	"COR"	"Identical"	0	253	253	253	"Hearing"
229	39	"COR"	"Identical"	0	304	304	304	"Hearing"
202	39	"COR"	"Identical"	0	NA	NA	0	"Hearing"
218	40	"COR"	"Identical"	1	NA	NA	0	"Hearing"
206	40	"COR"	"Identical"	0	226	419	704	"Hearing"
209	40	"COR"	"Identical"	0	160	160	304	"Hearing"
212	40	"COR"	"Identical"	0	165	165	165	"Hearing"
215	40	"COR"	"Identical"	0	59	265	265	"Hearing"
221	40	"COR"	"Identical"	0	128	128	285	"Hearing"
224	40	"COR"	"Identical"	1	307	307	307	"Hearing"
227	40	"COR"	"Identical"	0	154	154	154	"Hearing"
230	40	"COR"	"Identical"	0	207	207	207	"Hearing"
203	40	"COR"	"Identical"	0	250	250	250	"Hearing"
204	41	"COR"	"Identical"	0	121	544	544	"Hearing"
207	41	"COR"	"Identical"	0	378	378	378	"Hearing"
210	41	"COR"	"Identical"	0	262	262	262	"Hearing"
213	41	"COR"	"Identical"	1	152	152	152	"Hearing"
216	41	"COR"	"Identical"	0	240	404	404	"Hearing"
219	41	"COR"	"Identical"	0	283	283	554	"Hearing"
222	41	"COR"	"Identical"	0	259	259	259	"Hearing"
225	41	"COR"	"Identical"	1	164	164	913	"Hearing"
228	41	"COR"	"Identical"	1	431	431	431	"Hearing"
201	41	"COR"	"Identical"	1	155	329	329	"Hearing"
205	42	"COR"	"Identical"	0	320	1082	1236	"Hearing"
208	42	"COR"	"Identical"	0	102	102	102	"Hearing"
211	42	"COR"	"Identical"	0	302	462	911	"Hearing"
214	42	"COR"	"Identical"	0	301	301	301	"Hearing"
217	42	"COR"	"Identical"	1	325	325	325	"Hearing"
220	42	"COR"	"Identical"	0	224	224	224	"Hearing"
223	42	"COR"	"Identical"	0	141	141	141	"Hearing"
226	42	"COR"	"Identical"	0	292	557	557	"Hearing"
229	42	"COR"	"Identical"	0	NA	NA	0	"Hearing"
202	42	"COR"	"Identical"	0	287	287	287	"Hearing"
218	43	"COR"	"Identical"	1	264	264	425	"Hearing"
206	43	"COR"	"Identical"	0	196	196	359	"Hearing"
209	43	"COR"	"Identical"	1	145	145	145	"Hearing"
212	43	"COR"	"Identical"	0	213	213	213	"Hearing"
215	43	"COR"	"Identical"	0	357	605	660	"Hearing"
221	43	"COR"	"Identical"	0	124	124	217	"Hearing"
224	43	"COR"	"Identical"	0	229	414	414	"Hearing"
227	43	"COR"	"Identical"	0	83	342	342	"Hearing"
230	43	"COR"	"Identical"	1	244	244	244	"Hearing"
203	43	"COR"	"Identical"	1	218	218	450	"Hearing"
204	44	"COR"	"Identical"	0	413	413	598	"Hearing"
207	44	"COR"	"Identical"	0	150	150	306	"Hearing"
210	44	"COR"	"Identical"	0	206	206	206	"Hearing"
213	44	"COR"	"Identical"	0	273	395	557	"Hearing"
216	44	"COR"	"Identical"	0	151	151	286	"Hearing"
219	44	"COR"	"Identical"	0	126	126	126	"Hearing"
222	44	"COR"	"Identical"	0	196	343	343	"Hearing"
225	44	"COR"	"Identical"	0	323	323	744	"Hearing"
228	44	"COR"	"Identical"	0	102	102	315	"Hearing"
201	44	"COR"	"Identical"	0	253	500	500	"Hearing"
205	45	"COR"	"Identical"	0	296	2039	2153	"Hearing"
208	45	"COR"	"Identical"	0	NA	NA	0	"Hearing"
211	45	"COR"	"Identical"	0	276	276	1277	"Hearing"
214	45	"COR"	"Identical"	0	120	120	120	"Hearing"
217	45	"COR"	"Identical"	0	110	110	110	"Hearing"
220	45	"COR"	"Identical"	0	200	200	200	"Hearing"
223	45	"COR"	"Identical"	0	NA	NA	0	"Hearing"
226	45	"COR"	"Identical"	0	217	551	551	"Hearing"
229	45	"COR"	"Identical"	0	159	159	438	"Hearing"
202	45	"COR"	"Identical"	0	277	277	277	"Hearing"
218	46	"COR"	"Identical"	0	320	320	320	"Hearing"
206	46	"COR"	"Identical"	0	182	471	2207	"Hearing"
209	46	"COR"	"Identical"	0	162	240	287	"Hearing"
212	46	"COR"	"Identical"	0	34	34	34	"Hearing"
215	46	"COR"	"Identical"	0	360	564	670	"Hearing"
221	46	"COR"	"Identical"	0	160	160	313	"Hearing"
224	46	"COR"	"Identical"	0	146	146	649	"Hearing"
227	46	"COR"	"Identical"	0	370	685	685	"Hearing"
230	46	"COR"	"Identical"	0	102	102	102	"Hearing"
203	46	"COR"	"Identical"	0	230	230	230	"Hearing"
